course_name,race,time,horse_name,price,trainer,rank
Catterick,William Hill Each Way Extra Veterans' Handica,12:55:00,,3.10,M & D Easterby,1
Catterick,William Hill Each Way Extra Veterans' Handica,12:55:00,,3.10,Darryll Holland,1
Catterick,William Hill Each Way Extra Veterans' Handica,12:55:00,,3.10,T D Barron,1
Catterick,William Hill Each Way Extra Veterans' Handica,12:55:00,,3.10,M Appleby,1
Catterick,William Hill Each Way Extra Veterans' Handica,12:55:00,,3.10,Harry Eustace,1
Catterick,William Hill Each Way Extra Veterans' Handica,12:55:00,,3.10,Mrs R Carr,1
Catterick,William Hill Each Way Extra Veterans' Handica,12:55:00,,3.10,Adrian Nicholls,1
Catterick,William Hill Each Way Extra Veterans' Handica,12:55:00,,3.10,D McCain Jnr,1
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,Lazzat (FR),5.40,J Reynier,1
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,,5.40,J Reynier,1
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,Montassib (GB),7.60,W J Haggas,3
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,,7.60,W J Haggas,3
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,,8.00,J R Fanshawe,5
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,Kind Of Blue (GB),8.00,J R Fanshawe,5
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,Big Mojo (IRE),10.00,M Appleby,7
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,,10.00,M Appleby,7
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,,13.00,F Graffard,9
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,Rayevka (IRE),13.00,F Graffard,9
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,,13.50,P Twomey,11
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,,13.50,A M Balding,11
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,King Cuan (GB),13.50,P Twomey,11
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,Flora Of Bermuda (IRE),13.50,A M Balding,11
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,Inisherin (GB),16.00,K A Ryan,15
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,,16.00,K A Ryan,15
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,,20.00,C Hills,17
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,Iberian (IRE),20.00,C Hills,17
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,,22.00,E Walker,19
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,Ten Bob Tony (IRE),22.00,E Walker,19
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,,26.00,R Hughes,21
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,No Half Measures (IRE),26.00,R Hughes,21
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,,28.00,Dr R Newland & J Insole,23
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,Witness Stand (GB),28.00,Dr R Newland & J Insole,23
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,,44.00,T D Easterby,25
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,Art Power (IRE),44.00,T D Easterby,25
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,Spy Chief (GB),48.00,J & T Gosden,27
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,,48.00,J & T Gosden,27
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,Quinault (GER),55.00,S C Williams,29
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,James's Delight,55.00,C G Cox,29
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,James's Delight,55.00,C G Cox,29
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,,55.00,S C Williams,29
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,,70.00,H Candy,33
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,King's Gamble,70.00,R M Beckett,33
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,King's Gamble,70.00,R M Beckett,33
Ascot,Qipco British Champions Sprint Stakes (Group ,13:05:00,Run To Freedom (GB),70.00,H Candy,33
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,Musical Chimes (GB),1.50,A P O'Brien,1
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,I Hope You Dance,1.50,H De Bromhead,1
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,Amelia Earhart (IRE),1.50,A P O'Brien,1
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,Rose Sienna,1.50,J P Murtagh,1
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,Knowinmeknowinyou,1.50,J P O'Brien,1
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,Chasing Paradise,1.50,J P Murtagh,1
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,Aravalli,1.50,Mrs J Harrington,1
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,Camelot Queen (GB),1.50,A P O'Brien,1
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,Aravalli,1.50,Mrs J Harrington,1
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,,1.50,A P O'Brien,1
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,Ballycotton Bay,1.50,J S Bolger,1
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,Almeiyda,1.50,D K Weld,1
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,Almeiyda,1.50,D K Weld,1
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,Ballycotton Bay,1.50,J S Bolger,1
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,I Hope You Dance,1.50,H De Bromhead,1
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,,1.50,A P O'Brien,1
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,Knowinmeknowinyou,1.50,J P O'Brien,1
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,Rose Sienna,1.50,J P Murtagh,1
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,Chasing Paradise,1.50,J P Murtagh,1
Leopardstown,Irish EBF Fillies Maiden (Smullen Series),13:10:00,,1.50,A P O'Brien,1
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,,2.10,Mrs J Williams,1
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,,2.10,P Hobbs & J White,1
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,Jackomy,2.10,N P Mulholland,1
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,,2.10,P F Nicholls,1
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,Madajovy (GB),2.10,D Skelton,1
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,Kapitein Kool (IRE),2.10,J W Mullins,1
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,Le Soleil Reve (FR),2.10,Mrs J Williams,1
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,Havefunontherun (IRE),2.10,F O'Brien,1
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,Idaho Bridge (IRE),2.10,P Hobbs & J White,1
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,Grey Lagoon,2.10,P Hobbs & J White,1
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,,2.10,D Skelton,1
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,,2.10,J W Mullins,1
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,,2.10,F O'Brien,1
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,Grey Lagoon,2.10,P Hobbs & J White,1
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,Jackomy,2.10,N P Mulholland,1
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,Calvino (IRE),2.10,P F Nicholls,1
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,Hot To Go,2.16,N & W Twiston-Davies,17
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,Hot To Go,2.16,N & W Twiston-Davies,17
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,Fight My Fire (IRE),22.00,J Tizzard,19
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,,22.00,J Tizzard,19
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,El Arco (IRE),26.00,H Dickin,21
Newton Abbot,British Stallion Studs EBF 'National Hunt' No,13:15:00,,26.00,H Dickin,21
Limerick,Vision Contracting Maiden Hurdle,13:20:00,Uptaurintop (IRE),2.00,E M O'Sullivan,1
Limerick,Vision Contracting Maiden Hurdle,13:20:00,Easy Doyen (IRE),2.00,C O'Dwyer,1
Limerick,Vision Contracting Maiden Hurdle,13:20:00,Apalachiyeats (IRE),2.00,E M O'Sullivan,1
Limerick,Vision Contracting Maiden Hurdle,13:20:00,How's The Head,2.00,T Townend,1
Limerick,Vision Contracting Maiden Hurdle,13:20:00,Kazbek (IRE),2.00,Peter Fahey,1
Limerick,Vision Contracting Maiden Hurdle,13:20:00,,2.00,B Mortell,1
Limerick,Vision Contracting Maiden Hurdle,13:20:00,,2.00,E McNamara,1
Limerick,Vision Contracting Maiden Hurdle,13:20:00,,2.00,W J O'Doherty,1
Limerick,Vision Contracting Maiden Hurdle,13:20:00,,2.00,C O'Dwyer,1
Limerick,Vision Contracting Maiden Hurdle,13:20:00,,2.00,E M O'Sullivan,1
Limerick,Vision Contracting Maiden Hurdle,13:20:00,,2.00,J P Ryan,1
Limerick,Vision Contracting Maiden Hurdle,13:20:00,How's The Head,2.00,T Townend,1
Limerick,Vision Contracting Maiden Hurdle,13:20:00,,2.00,E M O'Sullivan,1
Limerick,Vision Contracting Maiden Hurdle,13:20:00,,2.00,Peter Fahey,1
Limerick,Vision Contracting Maiden Hurdle,13:20:00,,2.00,P J Rothwell,1
Limerick,Vision Contracting Maiden Hurdle,13:20:00,Three County Star (IRE),2.00,B Mortell,1
Limerick,Vision Contracting Maiden Hurdle,13:20:00,Run For The Border (IRE),2.00,J P Ryan,1
Limerick,Vision Contracting Maiden Hurdle,13:20:00,We Be Grand (IRE),2.00,E McNamara,1
Limerick,Vision Contracting Maiden Hurdle,13:20:00,Bridge View Star (IRE),2.00,W J O'Doherty,1
Limerick,Vision Contracting Maiden Hurdle,13:20:00,Mistyburn (IRE),2.00,P J Rothwell,1
Stratford,Mid-Warwickshire Cleaning Supplies Handicap C,13:30:00,,1.65,A Ralph,1
Stratford,Mid-Warwickshire Cleaning Supplies Handicap C,13:30:00,,1.65,D McCain Jnr,1
Stratford,Mid-Warwickshire Cleaning Supplies Handicap C,13:30:00,Mix Of Clover (GB),1.65,A Ralph,1
Stratford,Mid-Warwickshire Cleaning Supplies Handicap C,13:30:00,Cartonne (FR),1.65,D McCain Jnr,1
Stratford,Mid-Warwickshire Cleaning Supplies Handicap C,13:30:00,,2.20,A J Honeyball,5
Stratford,Mid-Warwickshire Cleaning Supplies Handicap C,13:30:00,Juggernaut (FR),2.20,A J Honeyball,5
Stratford,Mid-Warwickshire Cleaning Supplies Handicap C,13:30:00,Midnight Jewel (GB),2.20,C E Longsdon,5
Stratford,Mid-Warwickshire Cleaning Supplies Handicap C,13:30:00,,2.20,C E Longsdon,5
Stratford,Mid-Warwickshire Cleaning Supplies Handicap C,13:30:00,,3.65,J Coulson,9
Stratford,Mid-Warwickshire Cleaning Supplies Handicap C,13:30:00,Salley Gardens (IRE),3.65,J Coulson,9
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,Darius Dark,2.60,J P Murtagh,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,,2.60,A P O'Brien,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,Mergus Serrator,2.60,G P Cromwell,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,Hes A Big Boy Now,2.60,J P Murtagh,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,Eniac (IRE),2.60,Donnacha O'Brien,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,Darius Dark,2.60,J P Murtagh,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,Ex Animo (IRE),2.60,A P O'Brien,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,Mergus Serrator,2.60,G P Cromwell,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,Il Corsaro,2.60,A P O'Brien,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,Grand Premiere,2.60,Mrs J Harrington,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,Fits Perfect (IRE),2.60,J P O'Brien,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,,2.60,Donnacha O'Brien,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,,2.60,W P Mullins,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,,2.60,J P O'Brien,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,Grand Premiere,2.60,Mrs J Harrington,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,,2.60,G M Lyons,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,Il Corsaro,2.60,A P O'Brien,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,Hes A Big Boy Now,2.60,J P Murtagh,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,Star Chamber (GB),2.60,G M Lyons,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,Sharkeyboy (FR),2.60,W P Mullins,1
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,Antigua,2.62,A P O'Brien,21
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,Antigua,2.62,A P O'Brien,21
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,Zia Zabel (IRE),3.75,N Lupini,23
Leopardstown,Irish EBF (C & G) Maiden (Smullen Series),13:40:00,,3.75,N Lupini,23
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,Kalpana (GB),3.90,A M Balding,1
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,,3.90,A M Balding,1
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,Estrange (IRE),6.80,D O'Meara,3
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,,6.80,D O'Meara,3
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,Waardah (IRE),7.20,Owen Burrows,5
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,,7.20,Owen Burrows,5
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,Quisisana,8.80,F Graffard,7
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,Quisisana,8.80,F Graffard,7
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,,10.00,P Twomey,9
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,One Look (IRE),10.00,P Twomey,9
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,,12.50,A P O'Brien,11
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,,12.50,J P O'Brien,11
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,Wemightakedlongway (IRE),12.50,J P O'Brien,11
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,Bedtime Story (IRE),12.50,A P O'Brien,11
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,,19.00,J & T Gosden,15
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,Latakia,19.00,F Graffard,15
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,Danielle (GB),19.00,J & T Gosden,15
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,Latakia,19.00,F Graffard,15
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,,60.00,A P O'Brien,19
Ascot,Qipco British Champions Fillies & Mares Stake,13:45:00,Ballet Slippers (IRE),60.00,A P O'Brien,19
Newton Abbot,Weatherbys & Birdie Calendars Conditional Joc,13:54:00,,1.75,Mrs S Gardner,1
Newton Abbot,Weatherbys & Birdie Calendars Conditional Joc,13:54:00,,1.75,D A Rees,1
Newton Abbot,Weatherbys & Birdie Calendars Conditional Joc,13:54:00,,1.75,Evan Williams,1
Newton Abbot,Weatherbys & Birdie Calendars Conditional Joc,13:54:00,Moonlight Artist (GB),1.75,J Tizzard,1
Newton Abbot,Weatherbys & Birdie Calendars Conditional Joc,13:54:00,Esperti (IRE),1.75,D A Rees,1
Newton Abbot,Weatherbys & Birdie Calendars Conditional Joc,13:54:00,Testflight (GB),1.75,Mrs S Gardner,1
Newton Abbot,Weatherbys & Birdie Calendars Conditional Joc,13:54:00,Blackacre (GB),1.75,Evan Williams,1
Newton Abbot,Weatherbys & Birdie Calendars Conditional Joc,13:54:00,,1.75,J Tizzard,1
Newton Abbot,Weatherbys & Birdie Calendars Conditional Joc,13:54:00,Of Corse I Can (FR),2.30,N P Mulholland,9
Newton Abbot,Weatherbys & Birdie Calendars Conditional Joc,13:54:00,,2.30,N P Mulholland,9
Newton Abbot,Weatherbys & Birdie Calendars Conditional Joc,13:54:00,,4.00,D Pipe,11
Newton Abbot,Weatherbys & Birdie Calendars Conditional Joc,13:54:00,Lock Out (IRE),4.00,D Pipe,11
Limerick,Irish Stallion Farms EBF Cailin Alainn Mares ,13:55:00,,2.00,Yvonne Latta,1
Limerick,Irish Stallion Farms EBF Cailin Alainn Mares ,13:55:00,,2.00,L Kenny,1
Limerick,Irish Stallion Farms EBF Cailin Alainn Mares ,13:55:00,,2.00,D A McLoughlin,1
Limerick,Irish Stallion Farms EBF Cailin Alainn Mares ,13:55:00,,2.00,E McNamara,1
Limerick,Irish Stallion Farms EBF Cailin Alainn Mares ,13:55:00,World Of Fortunes (IRE),2.00,L Kenny,1
Limerick,Irish Stallion Farms EBF Cailin Alainn Mares ,13:55:00,Thisistheway (IRE),2.00,Yvonne Latta,1
Limerick,Irish Stallion Farms EBF Cailin Alainn Mares ,13:55:00,,2.00,P Nolan,1
Limerick,Irish Stallion Farms EBF Cailin Alainn Mares ,13:55:00,,2.00,G Elliott,1
Limerick,Irish Stallion Farms EBF Cailin Alainn Mares ,13:55:00,,2.00,P Nolan,1
Limerick,Irish Stallion Farms EBF Cailin Alainn Mares ,13:55:00,Farfromnowhere (IRE),2.00,P Nolan,1
Limerick,Irish Stallion Farms EBF Cailin Alainn Mares ,13:55:00,Mousey Brown (IRE),2.00,D A McLoughlin,1
Limerick,Irish Stallion Farms EBF Cailin Alainn Mares ,13:55:00,Feet Of A Dancer (FR),2.00,P Nolan,1
Limerick,Irish Stallion Farms EBF Cailin Alainn Mares ,13:55:00,Getaway Beo (IRE),2.00,G Elliott,1
Limerick,Irish Stallion Farms EBF Cailin Alainn Mares ,13:55:00,Millstream Lady (IRE),2.00,E McNamara,1
Stratford,Steve And Madeleine's 10 Year Anniversary Mar,14:05:00,,2.02,A J Honeyball,1
Stratford,Steve And Madeleine's 10 Year Anniversary Mar,14:05:00,Getmetothemoon (GB),2.02,A J Honeyball,1
Stratford,Steve And Madeleine's 10 Year Anniversary Mar,14:05:00,,2.04,Daisy Hitchins,3
Stratford,Steve And Madeleine's 10 Year Anniversary Mar,14:05:00,,2.04,Katy Price,3
Stratford,Steve And Madeleine's 10 Year Anniversary Mar,14:05:00,Kitty Foyle (IRE),2.04,Daisy Hitchins,3
Stratford,Steve And Madeleine's 10 Year Anniversary Mar,14:05:00,Quick Of The Night (GB),2.04,Dave Roberts,3
Stratford,Steve And Madeleine's 10 Year Anniversary Mar,14:05:00,Lagertha (IRE),2.04,Katy Price,3
Stratford,Steve And Madeleine's 10 Year Anniversary Mar,14:05:00,,2.04,Dave Roberts,3
Stratford,Steve And Madeleine's 10 Year Anniversary Mar,14:05:00,,3.00,P F Nicholls,9
Stratford,Steve And Madeleine's 10 Year Anniversary Mar,14:05:00,Seeyouinmydreams (GB),3.00,P F Nicholls,9
Leopardstown,Mongey Communications Eyrefield Stakes (Group,14:15:00,Port Of Spain (IRE),1.90,A P O'Brien,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group,14:15:00,Thread Of Gold (IRE),1.90,W P Mullins,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group,14:15:00,,1.90,J P O'Brien,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group,14:15:00,,1.90,W P Mullins,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group,14:15:00,,1.90,Donnacha O'Brien,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group,14:15:00,,1.90,A P O'Brien,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group,14:15:00,,1.90,J P O'Brien,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group,14:15:00,,1.90,A P O'Brien,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group,14:15:00,,1.90,Donnacha O'Brien,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group,14:15:00,Listentodwindblow (IRE),1.90,J P O'Brien,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group,14:15:00,South Island (IRE),1.90,Donnacha O'Brien,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group,14:15:00,Christmas Day (IRE),1.90,A P O'Brien,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group,14:15:00,A Boy Named Susie (IRE),1.90,Donnacha O'Brien,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group,14:15:00,Nil Bua Gan Dua (USA),1.90,J P O'Brien,1
Leopardstown,Mongey Communications Eyrefield Stakes (Group,14:15:00,Piazza San Marco (USA),1.97,A P O'Brien,15
Leopardstown,Mongey Communications Eyrefield Stakes (Group,14:15:00,,1.97,A P O'Brien,15
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,Field Of Gold (IRE),2.94,J & T Gosden,1
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,,2.94,J & T Gosden,1
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,,6.40,R Hannon,3
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,Rosallion (IRE),6.40,R Hannon,3
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,,9.00,A M Balding,5
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,Never So Brave (IRE),9.00,A M Balding,5
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,,10.00,K R Burke,7
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,Fallen Angel (FR),10.00,K R Burke,7
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,,16.50,Harry Eustace,9
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,Docklands (GB),16.50,Harry Eustace,9
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,,19.50,A P O'Brien,11
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,The Lion In Winter (IRE),19.50,A P O'Brien,11
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,Carl Spackler (IRE),24.00,J & T Gosden,13
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,,24.00,J & T Gosden,13
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,,29.00,J Reynier,15
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,Facteur Cheval (IRE),29.00,J Reynier,15
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,,30.00,A M Balding,17
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,,30.00,J P Murtagh,17
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,Alakazi (FR),30.00,J P Murtagh,17
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,Marvelman (IRE),30.00,A M Balding,17
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,Tamfana (GER),38.00,D Menuisier,21
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,,38.00,D Menuisier,21
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,Dancing Gemini (IRE),60.00,R A Teal,23
Ascot,Queen Elizabeth II Stakes (Sponsored By Qipco,14:25:00,,60.00,R A Teal,23
